Cropping_situation;Crop;Asso_pure;Site;Year;Yields;N_fertilization_rate;Sowing_date;Sowing_density;PAWC;Soil_N_organic;Interrang;tot_rainfall;veg_rainfall;rep_rainfall;critical_rainfall;nb_days_60;nb_days_0;max_days_0
Sene_milt_2015_N8;Millet;pure;Senegal;2015;1.89935;160;230;1.23;191.250;0.03;1.3;400.5;379;21.5;47;1;55;13
Sene_milt_2015_N9;Millet;pure;Senegal;2015;1.89938;180;230;1.23;191.250;0.03;1.3;400.5;379;21.5;47;1;55;13
Sene_milt_2016_N0;Millet;pure;Senegal;2016;1.5052;0;230;1.23;191.250;0.03;1.3;206.4;201.7;4.7;21.8;1;59;17
Sene_milt_2016_N1;Millet;pure;Senegal;2016;1.70556;20;230;1.23;191.250;0.03;1.3;206.4;201.7;4.7;21.8;1;59;17
Sene_milt_2016_N2;Millet;pure;Senegal;2016;1.8776;40;230;1.23;191.250;0.03;1.3;206.4;201.7;4.7;21.8;1;59;17
Sene_milt_2016_N3;Millet;pure;Senegal;2016;1.87797;60;230;1.23;191.250;0.03;1.3;206.4;201.7;4.7;21.8;1;59;17
Sene_milt_2016_N4;Millet;pure;Senegal;2016;1.878;80;230;1.23;191.250;0.03;1.3;206.4;201.7;4.7;21.8;1;59;17
Sene_milt_2016_N5;Millet;pure;Senegal;2016;1.87802;100;230;1.23;191.250;0.03;1.3;206.4;201.7;4.7;21.8;1;59;17
Sene_milt_2016_N6;Millet;pure;Senegal;2016;1.87804;120;230;1.23;191.250;0.03;1.3;206.4;201.7;4.7;21.8;1;59;17
Sene_milt_2016_N7;Millet;pure;Senegal;2016;1.87806;140;230;1.23;191.250;0.03;1.3;206.4;201.7;4.7;21.8;1;59;17
Sene_milt_2016_N8;Millet;pure;Senegal;2016;1.87807;160;230;1.23;191.250;0.03;1.3;206.4;201.7;4.7;21.8;1;59;17
Sene_milt_2016_N9;Millet;pure;Senegal;2016;1.87808;180;230;1.23;191.250;0.03;1.3;206.4;201.7;4.7;21.8;1;59;17
Sene_milt_2017_N0;Millet;pure;Senegal;2017;1.54012;0;230;1.23;191.250;0.03;1.3;204.3;201.1;3.2;17.5;0;62;19
Sene_milt_2017_N1;Millet;pure;Senegal;2017;1.82552;20;230;1.23;191.250;0.03;1.3;204.3;201.1;3.2;17.5;0;62;19
Sene_milt_2017_N2;Millet;pure;Senegal;2017;2.06508;40;230;1.23;191.250;0.03;1.3;204.3;201.1;3.2;17.5;0;62;19
Sene_milt_2017_N3;Millet;pure;Senegal;2017;2.15712;60;230;1.23;191.250;0.03;1.3;204.3;201.1;3.2;17.5;0;62;19
Sene_milt_2017_N4;Millet;pure;Senegal;2017;2.15719;80;230;1.23;191.250;0.03;1.3;204.3;201.1;3.2;17.5;0;62;19
Sene_milt_2017_N5;Millet;pure;Senegal;2017;2.15725;100;230;1.23;191.250;0.03;1.3;204.3;201.1;3.2;17.5;0;62;19
Sene_milt_2017_N6;Millet;pure;Senegal;2017;2.15731;120;230;1.23;191.250;0.03;1.3;204.3;201.1;3.2;17.5;0;62;19
Sene_milt_2017_N7;Millet;pure;Senegal;2017;2.15736;140;230;1.23;191.250;0.03;1.3;204.3;201.1;3.2;17.5;0;62;19
Sene_milt_2017_N8;Millet;pure;Senegal;2017;2.1574;160;230;1.23;191.250;0.03;1.3;204.3;201.1;3.2;17.5;0;62;19
Sene_milt_2017_N9;Millet;pure;Senegal;2017;2.15744;180;230;1.23;191.250;0.03;1.3;204.3;201.1;3.2;17.5;0;62;19
Sene_milt_2018_N0;Millet;pure;Senegal;2018;1.3369;0;230;1.23;191.250;0.03;1.3;356.8;337.8;19;88.4;0;56;19
Sene_milt_2018_N1;Millet;pure;Senegal;2018;1.64997;20;230;1.23;191.250;0.03;1.3;356.8;337.8;19;88.4;0;56;19
Sene_milt_2018_N2;Millet;pure;Senegal;2018;1.94173;40;230;1.23;191.250;0.03;1.3;356.8;337.8;19;88.4;0;56;19
Sene_milt_2018_N3;Millet;pure;Senegal;2018;2.19768;60;230;1.23;191.250;0.03;1.3;356.8;337.8;19;88.4;0;56;19
Sene_milt_2018_N4;Millet;pure;Senegal;2018;2.27063;80;230;1.23;191.250;0.03;1.3;356.8;337.8;19;88.4;0;56;19
Sene_milt_2018_N5;Millet;pure;Senegal;2018;2.2707;100;230;1.23;191.250;0.03;1.3;356.8;337.8;19;88.4;0;56;19
Sene_milt_2018_N6;Millet;pure;Senegal;2018;2.27076;120;230;1.23;191.250;0.03;1.3;356.8;337.8;19;88.4;0;56;19
Sene_milt_2018_N7;Millet;pure;Senegal;2018;2.27081;140;230;1.23;191.250;0.03;1.3;356.8;337.8;19;88.4;0;56;19
Sene_milt_2018_N8;Millet;pure;Senegal;2018;2.27085;160;230;1.23;191.250;0.03;1.3;356.8;337.8;19;88.4;0;56;19
Sene_milt_2018_N9;Millet;pure;Senegal;2018;2.27088;180;230;1.23;191.250;0.03;1.3;356.8;337.8;19;88.4;0;56;19
Sene_milt_2019_N0;Millet;pure;Senegal;2019;1.35229;0;230;1.23;191.250;0.03;1.3;474.6;442.6;32;67.1;1;48;20
Sene_milt_2019_N1;Millet;pure;Senegal;2019;1.62889;20;230;1.23;191.250;0.03;1.3;474.6;442.6;32;67.1;1;48;20
Sene_milt_2019_N2;Millet;pure;Senegal;2019;1.89099;40;230;1.23;191.250;0.03;1.3;474.6;442.6;32;67.1;1;48;20
Sene_milt_2019_N3;Millet;pure;Senegal;2019;2.11282;60;230;1.23;191.250;0.03;1.3;474.6;442.6;32;67.1;1;48;20
Sene_milt_2019_N4;Millet;pure;Senegal;2019;2.16667;80;230;1.23;191.250;0.03;1.3;474.6;442.6;32;67.1;1;48;20
Sene_milt_2019_N5;Millet;pure;Senegal;2019;2.16681;100;230;1.23;191.250;0.03;1.3;474.6;442.6;32;67.1;1;48;20
Sene_milt_2019_N6;Millet;pure;Senegal;2019;2.16695;120;230;1.23;191.250;0.03;1.3;474.6;442.6;32;67.1;1;48;20
Sene_milt_2019_N7;Millet;pure;Senegal;2019;2.16737;140;230;1.23;191.250;0.03;1.3;474.6;442.6;32;67.1;1;48;20
Sene_milt_2019_N8;Millet;pure;Senegal;2019;2.16748;160;230;1.23;191.250;0.03;1.3;474.6;442.6;32;67.1;1;48;20
Sene_milt_2019_N9;Millet;pure;Senegal;2019;2.16758;180;230;1.23;191.250;0.03;1.3;474.6;442.6;32;67.1;1;48;20
Sene_mlcw_2000_N0a;Cowpea;associee;Senegal;2000;0.24911;0;246;4.938;191.250;0.03;1.3;260.7;260.7;0;36.9;1;52;22
Sene_mlcw_2000_N0p;Millet;associee;Senegal;2000;0.73654;0;230;1.23;191.250;0.03;1.3;416.5;379.6;36.9;46.3;1;53;16
Sene_mlcw_2000_N1a;Cowpea;associee;Senegal;2000;0.23694;20;246;4.938;191.250;0.03;1.3;260.7;260.7;0;36.9;1;52;22
Sene_mlcw_2000_N1p;Millet;associee;Senegal;2000;0.91964;20;230;1.23;191.250;0.03;1.3;416.5;379.6;36.9;46.3;1;53;16
Sene_mlcw_2000_N2a;Cowpea;associee;Senegal;2000;0.22239;40;246;4.938;191.250;0.03;1.3;260.7;260.7;0;36.9;1;52;22
Sene_mlcw_2000_N2p;Millet;associee;Senegal;2000;1.11864;40;230;1.23;191.250;0.03;1.3;416.5;379.6;36.9;46.3;1;53;16
Sene_mlcw_2000_N3a;Cowpea;associee;Senegal;2000;0.21123;60;246;4.938;191.250;0.03;1.3;260.7;260.7;0;36.9;1;52;22
Sene_mlcw_2000_N3p;Millet;associee;Senegal;2000;1.31832;60;230;1.23;191.250;0.03;1.3;416.5;379.6;36.9;46.3;1;53;16
Sene_mlcw_2000_N4a;Cowpea;associee;Senegal;2000;0.2022;80;246;4.938;191.250;0.03;1.3;260.7;260.7;0;36.9;1;52;22
Sene_mlcw_2000_N4p;Millet;associee;Senegal;2000;1.48516;80;230;1.23;191.250;0.03;1.3;416.5;379.6;36.9;46.3;1;53;16
Sene_mlcw_2000_N5a;Cowpea;associee;Senegal;2000;0.19677;100;246;4.938;191.250;0.03;1.3;260.7;260.7;0;36.9;1;52;22
Sene_mlcw_2000_N5p;Millet;associee;Senegal;2000;1.58275;100;230;1.23;191.250;0.03;1.3;416.5;379.6;36.9;46.3;1;53;16
Sene_mlcw_2000_N6a;Cowpea;associee;Senegal;2000;0.19463;120;246;4.938;191.250;0.03;1.3;260.7;260.7;0;36.9;1;52;22
Sene_mlcw_2000_N6p;Millet;associee;Senegal;2000;1.58296;120;230;1.23;191.250;0.03;1.3;416.5;379.6;36.9;46.3;1;53;16
Sene_mlcw_2000_N7a;Cowpea;associee;Senegal;2000;0.19385;140;246;4.938;191.250;0.03;1.3;260.7;260.7;0;36.9;1;52;22
Sene_mlcw_2000_N7p;Millet;associee;Senegal;2000;1.58316;140;230;1.23;191.250;0.03;1.3;416.5;379.6;36.9;46.3;1;53;16
Sene_mlcw_2000_N8a;Cowpea;associee;Senegal;2000;0.1937;160;246;4.938;191.250;0.03;1.3;260.7;260.7;0;36.9;1;52;22
Sene_mlcw_2000_N8p;Millet;associee;Senegal;2000;1.58325;160;230;1.23;191.250;0.03;1.3;416.5;379.6;36.9;46.3;1;53;16
Sene_mlcw_2000_N9a;Cowpea;associee;Senegal;2000;0.19362;180;246;4.938;191.250;0.03;1.3;260.7;260.7;0;36.9;1;52;22
Sene_mlcw_2000_N9p;Millet;associee;Senegal;2000;1.58333;180;230;1.23;191.250;0.03;1.3;416.5;379.6;36.9;46.3;1;53;16
Sene_mlcw_2001_N0a;Cowpea;associee;Senegal;2001;0.1995;0;246;4.938;191.250;0.03;1.3;249.8;238.8;11;48.2;1;53;14
Sene_mlcw_2001_N0p;Millet;associee;Senegal;2001;0.96589;0;230;1.23;191.250;0.03;1.3;337.6;289.4;48.2;40.9;1;56;14
Sene_mlcw_2001_N1a;Cowpea;associee;Senegal;2001;0.19001;20;246;4.938;191.250;0.03;1.3;249.8;238.8;11;48.2;1;53;14
Sene_mlcw_2001_N1p;Millet;associee;Senegal;2001;1.20372;20;230;1.23;191.250;0.03;1.3;337.6;289.4;48.2;40.9;1;56;14
Sene_mlcw_2001_N2a;Cowpea;associee;Senegal;2001;0.18001;40;246;4.938;191.250;0.03;1.3;249.8;238.8;11;48.2;1;53;14
Sene_mlcw_2001_N2p;Millet;associee;Senegal;2001;1.43258;40;230;1.23;191.250;0.03;1.3;337.6;289.4;48.2;40.9;1;56;14
Sene_mlcw_2001_N3a;Cowpea;associee;Senegal;2001;0.1725;60;246;4.938;191.250;0.03;1.3;249.8;238.8;11;48.2;1;53;14
Sene_mlcw_2001_N3p;Millet;associee;Senegal;2001;1.63613;60;230;1.23;191.250;0.03;1.3;337.6;289.4;48.2;40.9;1;56;14
Sene_mlcw_2001_N4a;Cowpea;associee;Senegal;2001;0.16667;80;246;4.938;191.250;0.03;1.3;249.8;238.8;11;48.2;1;53;14
Sene_mlcw_2001_N4p;Millet;associee;Senegal;2001;1.79747;80;230;1.23;191.250;0.03;1.3;337.6;289.4;48.2;40.9;1;56;14
Sene_mlcw_2001_N5a;Cowpea;associee;Senegal;2001;0.16393;100;246;4.938;191.250;0.03;1.3;249.8;238.8;11;48.2;1;53;14
Sene_mlcw_2001_N5p;Millet;associee;Senegal;2001;1.85531;100;230;1.23;191.250;0.03;1.3;337.6;289.4;48.2;40.9;1;56;14
Sene_mlcw_2001_N6a;Cowpea;associee;Senegal;2001;0.1628;120;246;4.938;191.250;0.03;1.3;249.8;238.8;11;48.2;1;53;14
Sene_mlcw_2001_N6p;Millet;associee;Senegal;2001;1.85537;120;230;1.23;191.250;0.03;1.3;337.6;289.4;48.2;40.9;1;56;14
Sene_mlcw_2001_N7a;Cowpea;associee;Senegal;2001;0.16235;140;246;4.938;191.250;0.03;1.3;249.8;238.8;11;48.2;1;53;14
Sene_mlcw_2001_N7p;Millet;associee;Senegal;2001;1.85541;140;230;1.23;191.250;0.03;1.3;337.6;289.4;48.2;40.9;1;56;14
Sene_mlcw_2001_N8a;Cowpea;associee;Senegal;2001;0.16227;160;246;4.938;191.250;0.03;1.3;249.8;238.8;11;48.2;1;53;14
Sene_mlcw_2001_N8p;Millet;associee;Senegal;2001;1.85545;160;230;1.23;191.250;0.03;1.3;337.6;289.4;48.2;40.9;1;56;14
Sene_mlcw_2001_N9a;Cowpea;associee;Senegal;2001;0.16227;180;246;4.938;191.250;0.03;1.3;249.8;238.8;11;48.2;1;53;14
Sene_mlcw_2001_N9p;Millet;associee;Senegal;2001;1.85548;180;230;1.23;191.250;0.03;1.3;337.6;289.4;48.2;40.9;1;56;14
Sene_mlcw_2002_N0a;Cowpea;associee;Senegal;2002;0;0;246;4.938;191.250;0.03;1.3;76.4;76.4;0;4.3;0;57;16
Sene_mlcw_2002_N0p;Millet;associee;Senegal;2002;0.69572;0;230;1.23;191.250;0.03;1.3;207.2;202.9;4.3;42.3;0;58;12
Sene_mlcw_2002_N1a;Cowpea;associee;Senegal;2002;0;20;246;4.938;191.250;0.03;1.3;76.4;76.4;0;4.3;0;57;16
Sene_mlcw_2002_N1p;Millet;associee;Senegal;2002;0.90691;20;230;1.23;191.250;0.03;1.3;207.2;202.9;4.3;42.3;0;58;12
Sene_mlcw_2002_N2a;Cowpea;associee;Senegal;2002;0;40;246;4.938;191.250;0.03;1.3;76.4;76.4;0;4.3;0;57;16
Sene_mlcw_2002_N2p;Millet;associee;Senegal;2002;1.13045;40;230;1.23;191.250;0.03;1.3;207.2;202.9;4.3;42.3;0;58;12
Sene_mlcw_2002_N3a;Cowpea;associee;Senegal;2002;0;60;246;4.938;191.250;0.03;1.3;76.4;76.4;0;4.3;0;57;16
Sene_mlcw_2002_N3p;Millet;associee;Senegal;2002;1.35677;60;230;1.23;191.250;0.03;1.3;207.2;202.9;4.3;42.3;0;58;12
Sene_mlcw_2002_N4a;Cowpea;associee;Senegal;2002;0;80;246;4.938;191.250;0.03;1.3;76.4;76.4;0;4.3;0;57;16
Sene_mlcw_2002_N4p;Millet;associee;Senegal;2002;1.56772;80;230;1.23;191.250;0.03;1.3;207.2;202.9;4.3;42.3;0;58;12
Sene_mlcw_2002_N5a;Cowpea;associee;Senegal;2002;0;100;246;4.938;191.250;0.03;1.3;76.4;76.4;0;4.3;0;57;16
Sene_mlcw_2002_N5p;Millet;associee;Senegal;2002;1.66182;100;230;1.23;191.250;0.03;1.3;207.2;202.9;4.3;42.3;0;58;12
Sene_mlcw_2002_N6a;Cowpea;associee;Senegal;2002;0;120;246;4.938;191.250;0.03;1.3;76.4;76.4;0;4.3;0;57;16
Sene_mlcw_2002_N6p;Millet;associee;Senegal;2002;1.66168;120;230;1.23;191.250;0.03;1.3;207.2;202.9;4.3;42.3;0;58;12
Sene_mlcw_2002_N7a;Cowpea;associee;Senegal;2002;0;140;246;4.938;191.250;0.03;1.3;76.4;76.4;0;4.3;0;57;16
Sene_mlcw_2002_N7p;Millet;associee;Senegal;2002;1.66157;140;230;1.23;191.250;0.03;1.3;207.2;202.9;4.3;42.3;0;58;12
Sene_mlcw_2002_N8a;Cowpea;associee;Senegal;2002;0;160;246;4.938;191.250;0.03;1.3;76.4;76.4;0;4.3;0;57;16
Sene_mlcw_2002_N8p;Millet;associee;Senegal;2002;1.66148;160;230;1.23;191.250;0.03;1.3;207.2;202.9;4.3;42.3;0;58;12
Sene_mlcw_2002_N9a;Cowpea;associee;Senegal;2002;0;180;246;4.938;191.250;0.03;1.3;76.4;76.4;0;4.3;0;57;16
Sene_mlcw_2002_N9p;Millet;associee;Senegal;2002;1.66141;180;230;1.23;191.250;0.03;1.3;207.2;202.9;4.3;42.3;0;58;12
Sene_mlcw_2003_N0a;Cowpea;associee;Senegal;2003;0.20927;0;246;4.938;191.250;0.03;1.3;294.4;294.4;0;124.2;1;50;14
Sene_mlcw_2003_N0p;Millet;associee;Senegal;2003;1.34074;0;230;1.23;191.250;0.03;1.3;392.5;268.3;124.2;161.8;1;55;11
Sene_mlcw_2003_N1a;Cowpea;associee;Senegal;2003;0.19683;20;246;4.938;191.250;0.03;1.3;294.4;294.4;0;124.2;1;50;14
Sene_mlcw_2003_N1p;Millet;associee;Senegal;2003;1.58311;20;230;1.23;191.250;0.03;1.3;392.5;268.3;124.2;161.8;1;55;11
Sene_mlcw_2003_N2a;Cowpea;associee;Senegal;2003;0.18672;40;246;4.938;191.250;0.03;1.3;294.4;294.4;0;124.2;1;50;14
Sene_mlcw_2003_N2p;Millet;associee;Senegal;2003;1.79837;40;230;1.23;191.250;0.03;1.3;392.5;268.3;124.2;161.8;1;55;11
Sene_mlcw_2003_N3a;Cowpea;associee;Senegal;2003;0.18239;60;246;4.938;191.250;0.03;1.3;294.4;294.4;0;124.2;1;50;14
Sene_mlcw_2003_N3p;Millet;associee;Senegal;2003;1.85806;60;230;1.23;191.250;0.03;1.3;392.5;268.3;124.2;161.8;1;55;11
Sene_mlcw_2003_N4a;Cowpea;associee;Senegal;2003;0.18105;80;246;4.938;191.250;0.03;1.3;294.4;294.4;0;124.2;1;50;14
Sene_mlcw_2003_N4p;Millet;associee;Senegal;2003;1.8581;80;230;1.23;191.250;0.03;1.3;392.5;268.3;124.2;161.8;1;55;11
Sene_mlcw_2003_N5a;Cowpea;associee;Senegal;2003;0.18066;100;246;4.938;191.250;0.03;1.3;294.4;294.4;0;124.2;1;50;14
Sene_mlcw_2003_N5p;Millet;associee;Senegal;2003;1.85814;100;230;1.23;191.250;0.03;1.3;392.5;268.3;124.2;161.8;1;55;11
Sene_mlcw_2003_N6a;Cowpea;associee;Senegal;2003;0.17812;120;246;4.938;191.250;0.03;1.3;294.4;294.4;0;124.2;1;50;14
Sene_mlcw_2003_N6p;Millet;associee;Senegal;2003;1.85817;120;230;1.23;191.250;0.03;1.3;392.5;268.3;124.2;161.8;1;55;11
Sene_mlcw_2003_N7a;Cowpea;associee;Senegal;2003;0.18092;140;246;4.938;191.250;0.03;1.3;294.4;294.4;0;124.2;1;50;14
Sene_mlcw_2003_N7p;Millet;associee;Senegal;2003;1.85824;140;230;1.23;191.250;0.03;1.3;392.5;268.3;124.2;161.8;1;55;11
Sene_mlcw_2003_N8a;Cowpea;associee;Senegal;2003;0.18091;160;246;4.938;191.250;0.03;1.3;294.4;294.4;0;124.2;1;50;14
Sene_mlcw_2003_N8p;Millet;associee;Senegal;2003;1.85826;160;230;1.23;191.250;0.03;1.3;392.5;268.3;124.2;161.8;1;55;11
Sene_mlcw_2003_N9a;Cowpea;associee;Senegal;2003;0.1809;180;246;4.938;191.250;0.03;1.3;294.4;294.4;0;124.2;1;50;14
Sene_mlcw_2003_N9p;Millet;associee;Senegal;2003;1.85828;180;230;1.23;191.250;0.03;1.3;392.5;268.3;124.2;161.8;1;55;11
Sene_mlcw_2004_N0a;Cowpea;associee;Senegal;2004;0.18084;0;246;4.938;191.250;0.03;1.3;180.8;180.8;0;7.8;1;56;15
Sene_mlcw_2004_N0p;Millet;associee;Senegal;2004;1.06429;0;230;1.23;191.250;0.03;1.3;291.3;283.5;7.8;29.8;1;60;15
Sene_mlcw_2004_N1a;Cowpea;associee;Senegal;2004;0.17114;20;246;4.938;191.250;0.03;1.3;180.8;180.8;0;7.8;1;56;15
Sene_mlcw_2004_N1p;Millet;associee;Senegal;2004;1.31032;20;230;1.23;191.250;0.03;1.3;291.3;283.5;7.8;29.8;1;60;15
Sene_mlcw_2004_N2a;Cowpea;associee;Senegal;2004;0.16393;40;246;4.938;191.250;0.03;1.3;180.8;180.8;0;7.8;1;56;15
Sene_mlcw_2004_N2p;Millet;associee;Senegal;2004;1.52636;40;230;1.23;191.250;0.03;1.3;291.3;283.5;7.8;29.8;1;60;15
Sene_mlcw_2004_N3a;Cowpea;associee;Senegal;2004;0.15826;60;246;4.938;191.250;0.03;1.3;180.8;180.8;0;7.8;1;56;15
Sene_mlcw_2004_N3p;Millet;associee;Senegal;2004;1.71709;60;230;1.23;191.250;0.03;1.3;291.3;283.5;7.8;29.8;1;60;15
Sene_mlcw_2004_N4a;Cowpea;associee;Senegal;2004;0.1541;80;246;4.938;191.250;0.03;1.3;180.8;180.8;0;7.8;1;56;15
Sene_mlcw_2004_N4p;Millet;associee;Senegal;2004;1.82943;80;230;1.23;191.250;0.03;1.3;291.3;283.5;7.8;29.8;1;60;15
Sene_mlcw_2004_N5a;Cowpea;associee;Senegal;2004;0.15248;100;246;4.938;191.250;0.03;1.3;180.8;180.8;0;7.8;1;56;15
Sene_mlcw_2004_N5p;Millet;associee;Senegal;2004;1.82952;100;230;1.23;191.250;0.03;1.3;291.3;283.5;7.8;29.8;1;60;15
Sene_mlcw_2004_N6a;Cowpea;associee;Senegal;2004;0.15158;120;246;4.938;191.250;0.03;1.3;180.8;180.8;0;7.8;1;56;15
Sene_mlcw_2004_N6p;Millet;associee;Senegal;2004;1.82959;120;230;1.23;191.250;0.03;1.3;291.3;283.5;7.8;29.8;1;60;15
Sene_mlcw_2004_N7a;Cowpea;associee;Senegal;2004;0.15148;140;246;4.938;191.250;0.03;1.3;180.8;180.8;0;7.8;1;56;15
Sene_mlcw_2004_N7p;Millet;associee;Senegal;2004;1.82965;140;230;1.23;191.250;0.03;1.3;291.3;283.5;7.8;29.8;1;60;15
Sene_mlcw_2004_N8a;Cowpea;associee;Senegal;2004;0.15144;160;246;4.938;191.250;0.03;1.3;180.8;180.8;0;7.8;1;56;15
Sene_mlcw_2004_N8p;Millet;associee;Senegal;2004;1.8297;160;230;1.23;191.250;0.03;1.3;291.3;283.5;7.8;29.8;1;60;15
Sene_mlcw_2004_N9a;Cowpea;associee;Senegal;2004;0.15143;180;246;4.938;191.250;0.03;1.3;180.8;180.8;0;7.8;1;56;15
Sene_mlcw_2004_N9p;Millet;associee;Senegal;2004;1.82974;180;230;1.23;191.250;0.03;1.3;291.3;283.5;7.8;29.8;1;60;15
Sene_mlcw_2005_N0a;Cowpea;associee;Senegal;2005;0.18374;0;246;4.938;191.250;0.03;1.3;120.1;120.1;0;14.8;0;55;18
Sene_mlcw_2005_N0p;Millet;associee;Senegal;2005;1.00374;0;230;1.23;191.250;0.03;1.3;311.7;296.9;14.8;41.2;1;56;12
Sene_mlcw_2005_N1a;Cowpea;associee;Senegal;2005;0.174;20;246;4.938;191.250;0.03;1.3;120.1;120.1;0;14.8;0;55;18
Sene_mlcw_2005_N1p;Millet;associee;Senegal;2005;1.20069;20;230;1.23;191.250;0.03;1.3;311.7;296.9;14.8;41.2;1;56;12
Sene_mlcw_2005_N2a;Cowpea;associee;Senegal;2005;0.16679;40;246;4.938;191.250;0.03;1.3;120.1;120.1;0;14.8;0;55;18
Sene_mlcw_2005_N2p;Millet;associee;Senegal;2005;1.39144;40;230;1.23;191.250;0.03;1.3;311.7;296.9;14.8;41.2;1;56;12
Sene_mlcw_2005_N3a;Cowpea;associee;Senegal;2005;0.16036;60;246;4.938;191.250;0.03;1.3;120.1;120.1;0;14.8;0;55;18
Sene_mlcw_2005_N3p;Millet;associee;Senegal;2005;1.57972;60;230;1.23;191.250;0.03;1.3;311.7;296.9;14.8;41.2;1;56;12
Sene_mlcw_2005_N4a;Cowpea;associee;Senegal;2005;0.15558;80;246;4.938;191.250;0.03;1.3;120.1;120.1;0;14.8;0;55;18
Sene_mlcw_2005_N4p;Millet;associee;Senegal;2005;1.70817;80;230;1.23;191.250;0.03;1.3;311.7;296.9;14.8;41.2;1;56;12
Sene_mlcw_2005_N5a;Cowpea;associee;Senegal;2005;0.15384;100;246;4.938;191.250;0.03;1.3;120.1;120.1;0;14.8;0;55;18
Sene_mlcw_2005_N5p;Millet;associee;Senegal;2005;1.71263;100;230;1.23;191.250;0.03;1.3;311.7;296.9;14.8;41.2;1;56;12
Sene_mlcw_2005_N6a;Cowpea;associee;Senegal;2005;0.15341;120;246;4.938;191.250;0.03;1.3;120.1;120.1;0;14.8;0;55;18
Sene_mlcw_2005_N6p;Millet;associee;Senegal;2005;1.71269;120;230;1.23;191.250;0.03;1.3;311.7;296.9;14.8;41.2;1;56;12
Sene_mlcw_2005_N7a;Cowpea;associee;Senegal;2005;0.15321;140;246;4.938;191.250;0.03;1.3;120.1;120.1;0;14.8;0;55;18
Sene_mlcw_2005_N7p;Millet;associee;Senegal;2005;1.71275;140;230;1.23;191.250;0.03;1.3;311.7;296.9;14.8;41.2;1;56;12
Sene_mlcw_2005_N8a;Cowpea;associee;Senegal;2005;0.15304;160;246;4.938;191.250;0.03;1.3;120.1;120.1;0;14.8;0;55;18
Sene_mlcw_2005_N8p;Millet;associee;Senegal;2005;1.71295;160;230;1.23;191.250;0.03;1.3;311.7;296.9;14.8;41.2;1;56;12
Sene_mlcw_2005_N9a;Cowpea;associee;Senegal;2005;0.15297;180;246;4.938;191.250;0.03;1.3;120.1;120.1;0;14.8;0;55;18
Sene_mlcw_2005_N9p;Millet;associee;Senegal;2005;1.71299;180;230;1.23;191.250;0.03;1.3;311.7;296.9;14.8;41.2;1;56;12
Sene_mlcw_2006_N0a;Cowpea;associee;Senegal;2006;0.18126;0;246;4.938;191.250;0.03;1.3;136.7;136.7;0;15.1;0;58;27
Sene_mlcw_2006_N0p;Millet;associee;Senegal;2006;0.9463;0;230;1.23;191.250;0.03;1.3;297.4;282.3;15.1;44.6;1;59;21
Sene_mlcw_2006_N1a;Cowpea;associee;Senegal;2006;0.17351;20;246;4.938;191.250;0.03;1.3;136.7;136.7;0;15.1;0;58;27
Sene_mlcw_2006_N1p;Millet;associee;Senegal;2006;1.1563;20;230;1.23;191.250;0.03;1.3;297.4;282.3;15.1;44.6;1;59;21
Sene_mlcw_2006_N2a;Cowpea;associee;Senegal;2006;0.16495;40;246;4.938;191.250;0.03;1.3;136.7;136.7;0;15.1;0;58;27
Sene_mlcw_2006_N2p;Millet;associee;Senegal;2006;1.36791;40;230;1.23;191.250;0.03;1.3;297.4;282.3;15.1;44.6;1;59;21
Sene_mlcw_2006_N3a;Cowpea;associee;Senegal;2006;0.15838;60;246;4.938;191.250;0.03;1.3;136.7;136.7;0;15.1;0;58;27
Sene_mlcw_2006_N3p;Millet;associee;Senegal;2006;1.56629;60;230;1.23;191.250;0.03;1.3;297.4;282.3;15.1;44.6;1;59;21
Sene_mlcw_2006_N4a;Cowpea;associee;Senegal;2006;0.15526;80;246;4.938;191.250;0.03;1.3;136.7;136.7;0;15.1;0;58;27
Sene_mlcw_2006_N4p;Millet;associee;Senegal;2006;1.66588;80;230;1.23;191.250;0.03;1.3;297.4;282.3;15.1;44.6;1;59;21
Sene_mlcw_2006_N5a;Cowpea;associee;Senegal;2006;0.15443;100;246;4.938;191.250;0.03;1.3;136.7;136.7;0;15.1;0;58;27
Sene_mlcw_2006_N5p;Millet;associee;Senegal;2006;1.66635;100;230;1.23;191.250;0.03;1.3;297.4;282.3;15.1;44.6;1;59;21
Sene_mlcw_2006_N6a;Cowpea;associee;Senegal;2006;0.15403;120;246;4.938;191.250;0.03;1.3;136.7;136.7;0;15.1;0;58;27
Sene_mlcw_2006_N6p;Millet;associee;Senegal;2006;1.66652;120;230;1.23;191.250;0.03;1.3;297.4;282.3;15.1;44.6;1;59;21
Sene_mlcw_2006_N7a;Cowpea;associee;Senegal;2006;0.15385;140;246;4.938;191.250;0.03;1.3;136.7;136.7;0;15.1;0;58;27
Sene_mlcw_2006_N7p;Millet;associee;Senegal;2006;1.66661;140;230;1.23;191.250;0.03;1.3;297.4;282.3;15.1;44.6;1;59;21
Sene_mlcw_2006_N8a;Cowpea;associee;Senegal;2006;0.15374;160;246;4.938;191.250;0.03;1.3;136.7;136.7;0;15.1;0;58;27
Sene_mlcw_2006_N8p;Millet;associee;Senegal;2006;1.66668;160;230;1.23;191.250;0.03;1.3;297.4;282.3;15.1;44.6;1;59;21
